@relation data

@attribute Label {ECKE,FRONTAL,KANTE}
@attribute AngleLeft numeric
@attribute DistLeft numeric
@attribute AngleRight numeric
@attribute DistRight numeric

@data
ECKE,1,0.8410875411192854,2,1
ECKE,1,0.8229641604877269,2,1
ECKE,1,0.8140582982409611,1,1
ECKE,1,0.7990949202597406,1,1
ECKE,1,0.815678980572836,1,1
ECKE,1,0.8039183508438021,1,1
ECKE,1,0.8022609968833028,1,1
ECKE,1,0.7983048223146502,1,1
ECKE,1,0.8205994795912291,2,1
ECKE,1,0.8194572436029909,1,1
ECKE,1,0.8061589636175417,1,1
ECKE,1,0.8142159466585701,1,1
ECKE,1,0.8213094137122993,2,1
ECKE,1,0.8015169058899283,2,1
ECKE,1,0.8201200673122724,2,1
ECKE,1,0.8213094137122993,1,1
ECKE,1,0.8038088221490127,1,1
ECKE,1,0.8127356915448415,1,1
ECKE,1,0.8031382361897232,1,1
ECKE,1,0.7967311451668792,1,1
ECKE,1,0.7935542223871668,1,1
ECKE,1,0.7998878563284979,1,1
ECKE,1,0.8149495981310046,2,1
ECKE,1,0.8109643432964551,1,1
ECKE,1,0.8062314785018991,1,1
ECKE,1,0.8118423172046555,1,1
ECKE,1,0.8093530285338285,1,1
ECKE,1,0.7967311451668792,1,1
ECKE,1,0.8149495981310046,1,1
ECKE,1,0.8094641051985102,1,1
ECKE,1,0.8062314785018991,1,1
ECKE,1,0.8189494875162809,1,1
ECKE,1,0.8079462106657768,1,1
ECKE,1,0.8030823157729076,1,1
ECKE,1,0.8038581923495375,1,1
ECKE,1,0.8102164127083472,1,1
ECKE,1,0.8125852884130178,1,1
ECKE,1,0.8094641051985102,1,1
ECKE,1,0.8006732662583137,1,1
ECKE,1,0.8079462106657768,1,1
ECKE,1,0.8015169058899283,1,1
ECKE,1,0.7919899099711813,1,1
ECKE,1,0.8087073836865575,1,1
ECKE,1,0.8062314785018991,1,1
ECKE,1,0.8086001930249912,1,1
ECKE,1,0.8087073836865575,1,1
ECKE,1,0.8077512622821684,1,1
ECKE,1,0.7983048223146502,1,1
ECKE,1,0.7911720516757538,1,1
ECKE,1,0.8054649337828309,1,1
ECKE,1,0.7943191837410027,1,1
ECKE,1,0.7927409414451742,1,1
ECKE,1,0.7951278359878325,1,1
ECKE,1,0.7903494474758608,1,1
ECKE,1,0.7951278359878325,1,1
ECKE,1,0.8022609968833028,1,1
ECKE,1,0.7967108302747922,1,1
ECKE,1,0.7887852906402728,1,1
ECKE,1,0.8015169058899283,1,1
ECKE,1,0.7935542223871668,1,1
ECKE,1,0.7975101384887356,1,1
ECKE,1,0.8133239366894651,1,1
ECKE,1,0.8054649337828309,1,1
ECKE,1,0.8103432590813292,1,1
ECKE,1,0.8063151742975276,1,1
ECKE,1,0.7967108302747922,1,1
ECKE,1,0.7951278359878325,1,1
ECKE,1,0.8069935756208428,1,1
ECKE,1,0.8014380774210161,1,1
ECKE,1,0.8006595663451421,4,1
ECKE,1,0.7983367144806215,3,1
ECKE,1,0.8147884088648666,4,1
ECKE,1,0.8062314785018991,3,1
ECKE,1,0.8014380774210161,2,1
ECKE,1,0.8117079336224768,3,1
ECKE,1,0.8115855366081528,3,1
ECKE,1,0.8109643432964551,1,1
ECKE,1,0.8142159466585701,3,1
ECKE,1,0.8108456642499154,2,1
ECKE,1,0.8093530285338285,3,1
ECKE,1,0.8069170584532828,2,1
ECKE,1,0.8078429636290808,1,1
ECKE,1,0.8142159466585701,2,1
ECKE,1,0.8102164127083472,1,1
ECKE,1,0.7983160514413847,1,1
ECKE,1,0.8077512622821684,2,1
ECKE,1,0.8023018997726189,4,1
ECKE,1,0.8069935756208428,1,1
ECKE,1,0.8086001930249912,2,1
ECKE,1,0.8069935756208428,1,1
ECKE,1,0.8257422713662816,1,1
ECKE,1,0.8038088221490127,1,1
ECKE,1,0.815856401753496,1,1
ECKE,1,0.8006951021980252,2,1
ECKE,1,0.797525879570813,1,1
ECKE,1,0.8077512622821684,2,1
ECKE,1,0.8069170584532828,1,1
ECKE,1,0.8045760525220131,1,1
ECKE,1,0.8038581923495375,2,1
ECKE,1,0.8030024498710472,2,1
ECKE,1,0.8060973326222513,1,1
ECKE,1,0.8118423172046555,2,1
ECKE,1,0.8173093492458507,2,1
ECKE,1,0.8038581923495375,1,1
ECKE,1,0.815856401753496,2,1
ECKE,1,0.8093530285338285,2,1
ECKE,1,0.8045760525220131,2,1
ECKE,1,0.8198853676162041,3,1
ECKE,1,0.8086001930249912,2,1
ECKE,1,0.7998804703980872,1,1
ECKE,1,0.7936115460239331,2,1
ECKE,1,0.8198853676162041,3,1
ECKE,1,0.8236647869404646,2,1
ECKE,1,0.8092535507132217,2,1
ECKE,1,0.8175067383773704,3,1
ECKE,1,0.8149495981310046,3,1
ECKE,1,0.8118423172046555,4,1
ECKE,1,0.8069935756208428,2,1
ECKE,1,0.8243613247399226,2,1
ECKE,1,0.8243613247399226,2,1
ECKE,1,0.8189494875162809,2,1
ECKE,1,0.8215505022648087,3,1
ECKE,1,0.8093530285338285,2,1
ECKE,1,0.8140582982409611,2,1
ECKE,1,0.8117079336224768,2,1
ECKE,1,0.8117079336224768,2,1
ECKE,1,0.8133239366894651,2,1
ECKE,1,0.8110949864419715,2,1
ECKE,1,0.8165850009629919,3,1
ECKE,1,0.8133239366894651,2,1
ECKE,1,0.8101015068489383,2,1
ECKE,1,0.8140582982409611,2,1
ECKE,1,0.8101015068489383,2,1
ECKE,1,0.8125852884130178,1,1
ECKE,1,0.8165850009629919,2,1
ECKE,1,0.8227168887863378,2,1
ECKE,1,0.8030823157729076,2,1
ECKE,1,0.8069935756208428,2,1
ECKE,1,0.8134779899902357,3,1
ECKE,1,0.8006615103765536,1,1
ECKE,1,0.8118423172046555,4,1
ECKE,1,0.8093530285338285,2,1
ECKE,1,0.8140582982409611,2,1
ECKE,1,0.8133239366894651,2,1
ECKE,1,0.8239293668204425,3,1
ECKE,1,0.8022609968833028,1,1
ECKE,1,0.8173093492458507,3,1
ECKE,1,0.8093530285338285,2,1
ECKE,1,0.8178418692474979,1,1
ECKE,1,0.8175067383773704,2,1
ECKE,1,0.815856401753496,2,1
ECKE,1,0.7959318101447963,1,1
ECKE,1,0.8175067383773704,3,1
ECKE,1,0.8061589636175417,1,1
ECKE,1,0.8108456642499154,1,1
ECKE,1,0.8030823157729076,2,1
ECKE,1,0.8030024498710472,2,1
ECKE,1,0.8085045752094592,1,1
ECKE,1,0.8061589636175417,1,1
ECKE,1,0.8142159466585701,3,1
ECKE,1,0.8165850009629919,3,1
ECKE,1,0.815856401753496,2,1
ECKE,1,0.8103432590813292,4,1
ECKE,1,0.8069935756208428,2,1
ECKE,1,0.815678980572836,2,1
ECKE,1,0.7998878563284979,2,1
ECKE,1,0.8086001930249912,2,1
ECKE,1,0.815678980572836,2,1
ECKE,1,0.7990949202597406,2,1
ECKE,1,0.8046939038963276,1,1
ECKE,1,0.8109643432964551,1,1
ECKE,1,0.8069935756208428,1,1
ECKE,1,0.8086001930249912,3,1
ECKE,1,0.8086001930249912,2,1
ECKE,1,0.8086001930249912,2,1
ECKE,1,0.8125852884130178,1,1
ECKE,1,0.7911720516757538,1,1
ECKE,1,0.8053964788915237,1,1
ECKE,1,0.8117079336224768,2,1
ECKE,1,0.8125852884130178,1,1
ECKE,1,0.8225178988939293,2,1
ECKE,1,0.8086001930249912,1,1
ECKE,1,0.8142159466585701,2,1
ECKE,1,0.8140582982409611,1,1
ECKE,1,0.8151235154978019,2,1
ECKE,1,0.7975101384887356,1,1
ECKE,1,0.8117079336224768,1,1
ECKE,1,0.8062314785018991,1,1
ECKE,1,0.8118423172046555,2,1
ECKE,1,0.8086001930249912,1,1
ECKE,1,0.8077512622821684,2,1
ECKE,1,0.8117079336224768,1,1
ECKE,1,0.815856401753496,2,1
ECKE,1,0.807081303232912,2,1
ECKE,1,0.8118423172046555,1,1
ECKE,1,0.8014803271859712,1,1
ECKE,1,0.8061589636175417,1,1
ECKE,1,0.8229641604877269,2,1
ECKE,1,0.8201200673122724,4,1
ECKE,1,0.8030823157729076,1,1
ECKE,1,0.8038581923495375,1,1
ECKE,1,0.8022609968833028,1,1
ECKE,1,0.8117079336224768,1,1
ECKE,1,0.8229641604877269,1,1
ECKE,1,0.8108456642499154,1,1
ECKE,1,0.789612435169784,1,1
ECKE,1,0.8142159466585701,2,1
ECKE,1,0.815678980572836,2,1
ECKE,1,0.8095870976516001,3,1
ECKE,1,0.8022305256086457,1,1
ECKE,1,0.8086001930249912,1,1
ECKE,1,0.8038581923495375,2,1
ECKE,1,0.8022609968833028,2,1
ECKE,1,0.8023018997726189,2,1
ECKE,1,0.815678980572836,1,1
ECKE,1,0.8022609968833028,2,1
ECKE,1,0.8078429636290808,1,1
ECKE,1,0.8205994795912291,3,1
ECKE,1,0.8125852884130178,2,1
ECKE,1,0.821082222750375,2,1
ECKE,1,0.8149495981310046,1,1
ECKE,1,0.8093530285338285,2,1
ECKE,1,0.7998878563284979,1,1
ECKE,1,0.8110949864419715,3,1
ECKE,1,0.8127356915448415,1,1
ECKE,1,0.8109643432964551,2,1
ECKE,1,0.8149495981310046,2,1
ECKE,1,0.8030371493330423,1,1
ECKE,1,0.8038088221490127,1,1
ECKE,1,0.8142159466585701,2,1
ECKE,1,0.8102164127083472,2,1
ECKE,1,0.8229641604877269,1,1
ECKE,1,0.7967311451668792,1,1
ECKE,1,0.8062314785018991,2,1
ECKE,1,0.815856401753496,3,1
ECKE,1,0.7936115460239331,2,1
ECKE,1,0.8142159466585701,2,1
ECKE,1,0.8189494875162809,2,1
ECKE,1,0.8109643432964551,2,1
ECKE,1,0.8077512622821684,2,1
ECKE,1,0.8147884088648666,4,1
ECKE,1,0.8198853676162041,4,1
ECKE,1,0.8241080696567511,3,1
ECKE,1,0.8078429636290808,3,1
ECKE,1,0.8242086280967843,3,1
ECKE,1,0.8087073836865575,3,1
ECKE,1,0.8189494875162809,4,1
ECKE,1,0.7899318347129904,1,1
ECKE,1,0.8118423172046555,3,1
ECKE,1,0.8191670421823983,4,1
ECKE,1,0.8087073836865575,4,1
ECKE,1,0.8046295675249951,3,1
ECKE,1,0.8094641051985102,4,1
ECKE,1,0.8086001930249912,3,1
ECKE,1,0.8133239366894651,4,1
ECKE,1,0.8227168887863378,2,1
ECKE,1,0.8060973326222513,2,1
ECKE,1,0.8239293668204425,3,1
ECKE,1,0.807081303232912,3,1
ECKE,1,0.8151235154978019,4,1
ECKE,1,0.8078429636290808,2,1
ECKE,1,0.8134779899902357,3,1
ECKE,1,0.8054649337828309,3,1
ECKE,1,0.8054649337828309,3,1
ECKE,1,0.8133239366894651,2,1
ECKE,1,0.8189494875162809,2,1
ECKE,1,0.8215505022648087,3,1
ECKE,1,0.8109643432964551,1,1
ECKE,1,0.8267029151885388,3,1
ECKE,1,0.8054649337828309,2,1
ECKE,1,0.8118423172046555,2,1
